product_id,product_name,price,rating,review_count,link,platform,normalized_title,title_length,price_bucket,cluster,price_score,rating_score,review_score,final_score
32_ebay,Lattafa Khamrah Long Lasting Eau de Parfum Unisex Perfume 100Ml,3250.0,4.1,0,,ebay,lattafa khamrah long lasting eau de parfum unisex perfume 100ml,10,medium,1,0.0,0.82,0.5,0.42800000000000005
33_ebay,"Fogg Marco No Gas Deodorant for Men, Long-Lasting Perfume Body Spray, 150 ml",140.0,4.0,0,,ebay,fogg marco no gas deodorant for men long lasting perfume body spray 150 ml,14,very_low,0,1.0,0.8,0.5,0.8200000000000001
34_ebay,"Bella Vita Luxury Date Long Lasting | Perfume for Woman | Gifts for Woman | EDP 100ml | Pink Pepper, Jasmine & Vanilla | Floral, Woody & Fruity Premium Fragrance",565.0,4.5,0,,ebay,bella vita luxury date long lasting perfume for woman gifts for woman edp 100ml pink pepper jasmine vanilla floral woody fruity premium fragrance,23,low,0,0.8633440514469454,0.9,0.5,0.8053376205787782
35_ebay,"Wild Stone Oud Perfume for Men, 100ml | Luxury Eau De Parfum | Long-Lasting Oud Perfume | Premium Woody Oriental Perfume for Men | Best Gift for Him",426.0,4.1,0,,ebay,wild stone oud perfume for men 100ml luxury eau de parfum long lasting oud perfume premium woody oriental perfume for men best gift for him,25,very_low,0,0.9080385852090032,0.82,0.5,0.7912154340836013
36_ebay,"Beardo Men's Men Whisky Smoke & Godfather Perfume Combo (50 Ml X 2)|Spicy, Woody - Oudh Notes Of Whisky Smoke & Aromatic, Spicy Notes Of Godfather|Long Lasting Smell Perfume |Rakhi Gift for Brother",419.0,4.2,0,,ebay,beardo men s men whisky smoke godfather perfume combo 50 ml x 2 spicy woody oudh notes of whisky smoke aromatic spicy notes of godfather long lasting smell perfume rakhi gift for brother,33,very_low,0,0.9102893890675241,0.8400000000000001,0.5,0.8001157556270097
37_ebay,"Engage Perfume Gift Set for Women, 100ml, Luxury Long Lasting Eau De Parfum, Travel Size Perfume Combo 25ml x 4, Ideal Gift for Women",450.0,4.4,0,,ebay,engage perfume gift set for women 100ml luxury long lasting eau de parfum travel size perfume combo 25ml x 4 ideal gift for women,24,very_low,0,0.9003215434083601,0.8800000000000001,0.5,0.8121286173633441
38_ebay,"RENEE Eau De Parfum Bloom 50Ml| Premium Long Lasting Luxury Perfume Liquid| Notes Of Almond, Unisex Adult, Scent For All Occasions",499.0,4.0,0,,ebay,renee eau de parfum bloom 50ml premium long lasting luxury perfume liquid notes of almond unisex adult scent for all occasions,21,very_low,0,0.8845659163987138,0.8,0.5,0.7738263665594857
39_ebay,"Bella Vita Luxury Skai Aquatic Unisex | Long Lasting | 100ml | Perfume for Man and Woman | Bergamot, Lavender & Patchouli | Woody & Citrus Premium Fragrance for Men and Women",499.0,4.1,0,,ebay,bella vita luxury skai aquatic unisex long lasting 100ml perfume for man and woman bergamot lavender patchouli woody citrus premium fragrance for men and women,25,very_low,0,0.8845659163987138,0.82,0.5,0.7818263665594856
40_ebay,"Djokr Next Chapter Men’s Perfume Gift Set | 4 x 20 ml Eau de Parfum – Zephyr, Magnate, Terra Sage, Amber Oud | Long-Lasting Fragrance | Pack of 4 Premium Perfumes for Men",386.0,4.9,0,,ebay,djokr next chapter men s perfume gift set 4 x 20 ml eau de parfum zephyr magnate terra sage amber oud long lasting fragrance pack of 4 premium perfumes for men,31,very_low,0,0.9209003215434084,0.9800000000000001,0.5,0.8603601286173634
41_ebay,"Park Avenue Gift Set For Men – Euphoria & Harmony – Eau De Parfum Men, 200ml | Perfume for Men | Premium Luxury Fragrance Scent | Long-lasting Aroma Perfume",929.0,4.3,0,,ebay,park avenue gift set for men euphoria harmony eau de parfum men 200ml perfume for men premium luxury fragrance scent long lasting aroma perfume,24,low,0,0.7463022508038586,0.86,0.5,0.7425209003215435
42_ebay,"Ajmal Neea Eau De Perfume Floral Perfume Spray For Women, 100ml",525.0,4.0,0,,ebay,ajmal neea eau de perfume floral perfume spray for women 100ml,11,low,0,0.8762057877813505,0.8,0.5,0.7704823151125403
43_ebay,Vokka Oud 100 ml | Unisex Luxury Long Lasting Smokey Perfume For Men And Women | Woody Pleasant Scent Eau De Parfum | EDP Fragrance for Gift | Notes: Spicy Sandalwood Agarwood,220.0,3.3,0,,ebay,vokka oud 100 ml unisex luxury long lasting smokey perfume for men and women woody pleasant scent eau de parfum edp fragrance for gift notes spicy sandalwood agarwood,28,very_low,0,0.9742765273311897,0.6599999999999999,0.5,0.7537106109324759
44_ebay,Yardley London Morning Dew Perfume Spray| Fresh Floral Scent| 90% Naturally Derived| Lilly Of Valley & Frangipani| Perfume For Women| 100Ml,324.0,4.2,0,,ebay,yardley london morning dew perfume spray fresh floral scent 90 naturally derived lilly of valley frangipani perfume for women 100ml,20,very_low,0,0.9408360128617363,0.8400000000000001,0.5,0.8123344051446947
45_ebay,AXE Premium Luxury Perfumes| Aqua Bergamot |12Hr long lasting Marine Bergamot watery accord nutmeg fragrance|EDP 100ml,899.0,4.2,0,,ebay,axe premium luxury perfumes aqua bergamot 12hr long lasting marine bergamot watery accord nutmeg fragrance edp 100ml,17,low,0,0.7559485530546624,0.8400000000000001,0.5,0.738379421221865
46_ebay,"Fogg Scent Wood Extreme Perfume for Men, Long-Lasting, Fresh & Powerful Fragrance, Eau de Parfum, 100 ml",427.0,4.0,0,,ebay,fogg scent wood extreme perfume for men long lasting fresh powerful fragrance eau de parfum 100 ml,17,very_low,0,0.907717041800643,0.8,0.5,0.7830868167202573
47_ebay,OG Luxury India's First Strongest Smokey Intense Extrait De Perfume for Man| Blends Rich Notes of Whiskey & Sandalwood | Long-Lasting Smokey Perfumes for Men | For Special Occasions & Gifting | Perfume | 100ML,599.0,3.9,0,,ebay,og luxury india s first strongest smokey intense extrait de perfume for man blends rich notes of whiskey sandalwood long lasting smokey perfumes for men for special occasions gifting perfume 100ml,31,low,0,0.852411575562701,0.78,0.5,0.7529646302250804
48_ebay,AXE Signature Intense Long Lasting No Gas Body Perfume Spray For Men 200 Ml,195.0,4.0,0,,ebay,axe signature intense long lasting no gas body perfume spray for men 200 ml,14,very_low,0,0.9823151125401929,0.8,0.5,0.8129260450160772
49_ebay,Beardo Whiskey Smoke Fusion- Firebomb & Bourbon Perfume for Men (50ml x 2) | Long Lasting Fragrance | Long Lasting Perfume for Men | Gift for Men | Gift for Friend,499.0,4.2,0,,ebay,beardo whiskey smoke fusion firebomb bourbon perfume for men 50ml x 2 long lasting fragrance long lasting perfume for men gift for men gift for friend,26,very_low,0,0.8845659163987138,0.8400000000000001,0.5,0.7898263665594857
